通道号:  1
到达时间:	 07:21:31:19:090:000000
SampleFreq: 2000 kHz
幅度（dB）
0.000000
0.000033
0.000033
0.000000
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
0.000000
0.000000
-0.000033
-0.000033
-0.000066
-0.000033
-0.000033
-0.000033
0.000000
0.000000
0.000000
0.000033
0.000033
0.000033
0.000033
0.000033
0.000000
-0.000033
-0.000033
-0.000033
0.000033
0.000033
0.000033
-0.000033
-0.000066
-0.000066
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000066
-0.000033
0.000000
0.000033
0.000033
-0.000033
-0.000066
-0.000099
-0.000132
-0.000132
-0.000099
-0.000066
-0.000033
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000066
-0.000033
0.000000
0.000000
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000066
0.000000
0.000000
0.000000
0.000000
0.000000
0.000033
0.000066
0.000066
0.000033
0.000000
-0.000033
0.000000
-0.000033
-0.000033
-0.000066
-0.000033
0.000000
0.000033
0.000066
0.000066
0.000033
0.000033
0.000000
0.000000
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
0.000000
-0.000033
-0.000033
-0.000066
-0.000066
-0.000066
-0.000033
-0.000066
-0.000066
-0.000099
-0.000099
-0.000033
0.000000
0.000000
-0.000033
-0.000033
-0.000033
0.000000
0.000000
0.000000
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000066
-0.000066
-0.000033
0.000000
0.000000
0.000000
0.000000
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
0.000000
0.000000
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
0.000033
0.000033
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000066
-0.000033
0.000000
0.000033
0.000033
0.000033
0.000000
-0.000066
-0.000066
-0.000066
-0.000033
0.000000
0.000000
-0.000033
-0.000066
-0.000099
-0.000066
-0.000033
-0.000033
0.000000
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
0.000000
0.000000
0.000000
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
-0.000033
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000033
0.000000
-0.000033
-0.000099
-0.000066
-0.000033
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000033
0.000000
0.000000
0.000033
0.000066
0.000066
0.000033
0.000000
-0.000033
-0.000066
-0.000066
-0.000066
-0.000099
-0.000066
-0.000033
0.000000
0.000000
0.000000
0.000000
0.000033
0.000000
-0.000033
-0.000099
-0.000132
-0.000132
-0.000099
-0.000066
-0.000033
-0.000033
0.000000
0.000000
-0.000033
-0.000066
-0.000099
-0.000099
-0.000066
-0.000033
0.000000
0.000000
0.000000
-0.000033
-0.000033
-0.000066
-0.000066
-0.000099
-0.000099
-0.000099
-0.000066
-0.000033
0.000033
0.000066
0.000033
0.000000
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000099
-0.000099
-0.000066
-0.000033
-0.000033
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000033
0.000000
0.000000
0.000000
-0.000033
0.000000
0.000033
0.000033
0.000066
0.000033
0.000000
0.000000
-0.000033
-0.000066
-0.000066
-0.000066
-0.000066
-0.000066
-0.000033
0.000000
0.000033
0.000033
0.000000
-0.000033
-0.000066
-0.000099
-0.000066
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000066
-0.000033
-0.000033
-0.000066
-0.000066
-0.000066
-0.000033
0.000000
0.000033
0.000000
-0.000066
-0.000099
-0.000099
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
-0.000033
0.000000
0.000033
0.000033
0.000033
0.000033
0.000033
-0.000033
-0.000066
-0.000099
-0.000066
0.000000
0.000033
0.000000
0.000000
-0.000033
0.000000
0.000033
0.000033
0.000000
-0.000066
-0.000099
-0.000099
-0.000033
0.000033
0.000066
0.000099
0.000099
0.000066
0.000000
-0.000033
-0.000033
-0.000033
0.000000
0.000000
0.000033
0.000033
0.000033
0.000033
0.000033
0.000033
0.000000
-0.000033
-0.000033
-0.000066
-0.000066
-0.000066
-0.000066
-0.000066
-0.000066
-0.000033
0.000000
0.000033
