通道号:  1
到达时间:	 11:19:35:11:803:744057
SampleFreq: 2000 kHz
幅度（dB）
0.040833
0.038349
0.012187
-0.024904
-0.050271
-0.049211
-0.026924
-0.003610
0.002583
-0.011094
-0.032123
-0.043416
-0.033878
-0.002682
0.040998
0.080738
0.098191
0.082990
0.041330
-0.005564
-0.035236
-0.040071
-0.030931
-0.025566
-0.032752
-0.046396
-0.052656
-0.041826
-0.014472
0.019969
0.048218
0.058517
0.046264
0.017850
-0.011061
-0.024275
-0.015896
0.006027
0.026030
0.032554
0.023811
0.005928
-0.012518
-0.024672
-0.027023
-0.020400
-0.010366
-0.004669
-0.008279
-0.019704
-0.032487
-0.039707
-0.036958
-0.022354
0.003908
0.037455
0.068088
0.083421
0.076665
0.052126
0.021791
-0.003875
-0.022254
-0.036163
-0.046926
-0.051463
-0.045668
-0.029772
-0.009008
0.009703
0.021493
0.024341
0.018049
0.004405
-0.012187
-0.025566
-0.029971
-0.022552
-0.004206
0.020069
0.041826
0.051463
0.043747
0.022453
-0.001060
-0.016260
-0.021592
-0.024440
-0.031792
-0.041694
-0.043813
-0.029110
0.001225
0.035766
0.060305
0.066002
0.052225
0.025136
-0.005266
-0.029143
-0.041263
-0.042952
-0.039442
-0.033878
-0.024341
-0.007981
0.012518
0.028778
0.034408
0.031891
0.029739
0.031196
0.027785
0.007087
-0.031858
-0.071400
-0.086335
-0.063981
-0.014704
0.035932
0.065935
0.069545
0.055338
0.035700
0.018943
0.008511
0.004868
0.005497
0.003146
-0.011458
-0.041926
-0.079314
-0.104086
-0.098456
-0.059213
-0.000994
0.052854
0.084149
0.087627
0.069810
0.042158
0.015830
-0.001093
-0.005564
-0.000927
0.004405
0.002384
-0.008942
-0.024440
-0.036826
-0.042621
-0.042621
-0.037985
-0.027321
-0.009107
0.014041
0.034408
0.044078
0.040634
0.028215
0.014108
0.004669
0.003312
0.009769
0.018910
0.021426
0.008942
-0.018148
-0.047820
-0.062723
-0.052490
-0.021493
0.014373
0.038647
0.043250
0.029474
0.003908
-0.025036
-0.047721
-0.054510
-0.040005
-0.007617
0.030368
0.059279
0.070075
0.062922
0.044310
0.021294
-0.002086
-0.024904
-0.046463
-0.063849
-0.071135
-0.061531
-0.032289
0.010630
0.052556
0.076897
0.074678
0.049211
0.012651
-0.021890
-0.045701
-0.054444
-0.046562
-0.024771
0.001722
0.019671
0.019969
0.004934
-0.012816
-0.019373
-0.009074
0.013048
0.035534
0.046463
0.039011
0.014969
-0.014075
-0.032355
-0.030169
-0.012021
0.007021
0.014008
0.008312
-0.000729
-0.004669
-0.003113
-0.000795
-0.000729
-0.003047
-0.008643
-0.019837
-0.035170
-0.045900
-0.041495
-0.020102
0.009041
0.034541
0.053218
0.068684
0.080374
0.078122
0.050370
-0.001722
-0.060405
-0.102529
-0.113623
-0.092627
-0.047688
0.009008
0.061928
0.094250
0.095409
0.068320
0.028613
-0.006524
-0.028646
-0.039508
-0.044608
-0.047191
-0.047887
-0.045933
-0.038747
-0.021658
0.008180
0.045337
0.075407
0.083057
0.063551
0.026096
-0.013180
-0.041760
-0.055007
-0.053252
-0.038382
-0.014273
0.011094
0.027387
0.028017
0.015366
-0.000729
-0.009902
-0.007418
0.004603
0.020102
0.032189
0.034110
